Direction,Year,Date,Weekday,Country,Commodity,Transport_Mode,Measure,Value,Cumulative
Exports,2015,26/03/2015,Thursday,China,All,All,$,33000000,1990000000
Exports,2015,27/03/2015,Friday,China,All,All,$,25000000,2015000000
Exports,2015,28/03/2015,Saturday,China,All,All,$,21000000,2036000000
Exports,2015,29/03/2015,Sunday,China,All,All,$,23000000,2059000000
Exports,2015,30/03/2015,Monday,China,All,All,$,29000000,2088000000
Exports,2015,31/03/2015,Tuesday,China,All,All,$,19000000,2107000000
Exports,2015,01/04/2015,Wednesday,China,All,All,$,19000000,2126000000
Exports,2015,02/04/2015,Thursday,China,All,All,$,20000000,2146000000
Exports,2015,03/04/2015,Friday,China,All,All,$,38000000,2184000000
Exports,2015,04/04/2015,Saturday,China,All,All,$,23000000,2207000000
Exports,2015,05/04/2015,Sunday,China,All,All,$,24000000,2230000000
Exports,2015,06/04/2015,Monday,China,All,All,$,27000000,2258000000
Exports,2015,07/04/2015,Tuesday,China,All,All,$,15000000,2272000000
Exports,2015,08/04/2015,Wednesday,China,All,All,$,15000000,2288000000
Exports,2015,09/04/2015,Thursday,China,All,All,$,22000000,2310000000
Exports,2015,10/04/2015,Friday,China,All,All,$,27000000,2337000000
Exports,2015,11/04/2015,Saturday,China,All,All,$,22000000,2358000000
Exports,2015,12/04/2015,Sunday,China,All,All,$,19000000,2377000000
Exports,2015,13/04/2015,Monday,China,All,All,$,47000000,2424000000
Exports,2015,14/04/2015,Tuesday,China,All,All,$,19000000,2442000000
Exports,2015,15/04/2015,Wednesday,China,All,All,$,11000000,2453000000
Exports,2015,16/04/2015,Thursday,China,All,All,$,34000000,2487000000
Exports,2015,17/04/2015,Friday,China,All,All,$,31000000,2518000000
Exports,2015,18/04/2015,Saturday,China,All,All,$,14000000,2532000000
Exports,2015,19/04/2015,Sunday,China,All,All,$,41000000,2573000000
Exports,2015,20/04/2015,Monday,China,All,All,$,24000000,2597000000
Exports,2015,21/04/2015,Tuesday,China,All,All,$,10000000,2607000000
Exports,2015,22/04/2015,Wednesday,China,All,All,$,20000000,2627000000
Exports,2015,23/04/2015,Thursday,China,All,All,$,19000000,2646000000
Exports,2015,24/04/2015,Friday,China,All,All,$,45000000,2692000000
Exports,2015,25/04/2015,Saturday,China,All,All,$,28000000,2720000000
Exports,2015,26/04/2015,Sunday,China,All,All,$,25000000,2745000000
Exports,2015,27/04/2015,Monday,China,All,All,$,36000000,2780000000
Exports,2015,28/04/2015,Tuesday,China,All,All,$,15000000,2795000000
Exports,2015,29/04/2015,Wednesday,China,All,All,$,18000000,2813000000
Exports,2015,30/04/2015,Thursday,China,All,All,$,25000000,2839000000
Exports,2015,01/05/2015,Friday,China,All,All,$,21000000,2860000000
Exports,2015,02/05/2015,Saturday,China,All,All,$,17000000,2877000000
Exports,2015,03/05/2015,Sunday,China,All,All,$,27000000,2904000000
Exports,2015,04/05/2015,Monday,China,All,All,$,30000000,2933000000
Exports,2015,05/05/2015,Tuesday,China,All,All,$,11000000,2944000000
Exports,2015,06/05/2015,Wednesday,China,All,All,$,10000000,2954000000
Exports,2015,07/05/2015,Thursday,China,All,All,$,16000000,2969000000
Exports,2015,08/05/2015,Friday,China,All,All,$,37000000,3007000000
Exports,2015,09/05/2015,Saturday,China,All,All,$,15000000,3022000000
Exports,2015,10/05/2015,Sunday,China,All,All,$,20000000,3042000000
Exports,2015,11/05/2015,Monday,China,All,All,$,25000000,3067000000
Exports,2015,12/05/2015,Tuesday,China,All,All,$,9000000,3075000000
Exports,2015,13/05/2015,Wednesday,China,All,All,$,15000000,3090000000
Exports,2015,14/05/2015,Thursday,China,All,All,$,22000000,3112000000
